gene,pmg,pasef
SEC62,2.440134622816517e-05,8.673000665944126e-05
SEL1L,2.8512168750062823e-05,0.0003056268709327844
SEPHS1,1.3341292361172777e-05,2.8292752053991786e-06
SERBP1,0.00013990166735118064,9.649938448204666e-06
SERPINB1,6.664916685309984e-05,4.738104224538164e-05
SERPINB6,3.693814036331594e-05,3.432928259802882e-05
SERPINB9,6.903700527691482e-05,2.3661908496145188e-05
SET,0.0004664198616130741,7.505605502882417e-05
SETSIP,0.0004664198616130741,7.505605502882417e-05
SF1,0.0001240714774238613,1.327611198575419e-05
SF3A1,0.00010338848128362838,4.750136200829147e-06
SF3A3,6.474470189552624e-05,1.0611029237301472e-05
SF3B1,7.301533071113105e-05,3.532705624167131e-05
SF3B2,0.00012425757560610476,1.9138178873571976e-05
SF3B3,6.951158575461009e-05,6.142470627964962e-05
SF3B4,7.633438275755065e-05,3.885888147732935e-06
SF3B6,3.046186339529493e-05,4.198132605625759e-06
SFPQ,0.0006805572381541969,0.00021083837478674824
SFXN1,4.459781707749519e-05,0.0002903227840163269
SFXN3,2.1748634080885233e-05,0.0020449957752125478
SGTA,1.6093517851427985e-05,3.5497264686763266e-05
SGTB,5.398694214161065e-06,1.3184404849389989e-05
SH3BGRL,0.00023889124532378584,0.0005761996060617173
SH3BGRL3,0.00043865549839575867,0.00036721004714407134
SH3BP1,4.106331673637908e-05,4.221169438280446e-05
SH3GL1,7.714341800505992e-06,4.172601338861967e-05
SH3GLB1,1.267553464620627e-05,1.0681020123774629e-05
SH3KBP1,5.386207367412907e-05,4.0431842280248084e-05
SHMT2,1.1547863978139487e-05,0.0007360488130299709
SIAE,3.185029234698201e-05,2.2668536795048184e-05
SIRPA,0.000297489407321771,0.00014437491160670406
SIRPB1,0.000297489407321771,0.00014437491160670406
SIRT2,3.5303969464612454e-05,1.6521957687374106e-05
SKAP2,4.067034241950577e-05,8.998597682891578e-06
SKP1,9.896649135884253e-05,1.462119889623517e-05
SLC1A3,9.449351013061565e-05,1.7747165029199803e-05
SLC25A11,0.00019389182154340174,0.001284281410786062
SLC25A12,2.8036183000225478e-05,0.00019139646187753804
SLC25A22,1.0920952000243212e-05,7.284774718517426e-05
SLC25A24,2.1495745321260557e-05,0.0025337581291791835
SLC25A3,0.0003629850063487572,0.0015233655835729836
SLC25A4,7.33626336833869e-05,7.402746778736332e-05
SLC25A5,0.0005411221211541854,0.005505656273051964
SLC25A6,0.00011978118157410427,0.0015286479146275616
SLC39A7,8.026613345791523e-06,2.285782032450389e-05
SLC3A2,5.406718318092318e-05,0.0006693300371822888
SLC8A1,5.843523073076962e-06,1.3193942391571867e-05
SLC9A3R1,6.021745708729894e-05,2.1170409015402628e-05
SLCO2B1,3.1538964341563304e-05,5.867642681708731e-05
SLIRP,3.3660282865975475e-05,0.00025675063553612083
SMARCA5,6.582435240696667e-05,3.123618430273712e-05
SMARCC2,8.597816320912653e-05,3.5607313250400304e-06
SMARCE1,4.556414242833537e-05,2.658626566052677e-06
SMC1A,7.095078518125873e-05,2.6071238382705426e-05
SMC3,7.511239825343427e-05,3.829983477405319e-05
SMS,4.675561245165238e-06,0.0004350733280535787
SMU1,3.6472914983023625e-05,2.8539260836538753e-06
SNAP23,2.7021275383902108e-05,0.00021921673876498145
SNAP29,1.2919248986274821e-05,5.513579769633831e-05
SNAPIN,1.6384509561419228e-05,3.6754752940589164e-05
SND1,6.23800303867392e-05,0.0002836758507726497
SNRNP200,4.814542660016522e-05,6.873486553351266e-05
SNRNP70,0.00015452111495152017,2.5377198774701168e-05
SNRPA,0.00012038825913948096,2.0692064592126967e-05
SNRPA1,0.00023738459283431754,1.699883479646794e-05
SNRPB,0.00010555260038242492,1.9430174395755587e-05
SNRPB2,2.2377633891678303e-05,2.763246067216955e-06
SNRPC,3.9061145214298605e-05,3.272550819729171e-05
SNRPD1,0.0001277480708538576,8.796108325799426e-06
SNRPD2,0.00024416382640085377,4.181992149625661e-05
SNRPD3,0.00020068289954656401,8.434708842815392e-05
SNRPE,5.7130335170270787e-05,2.6637621656890718e-05
SNRPF,8.791081391080689e-05,2.4565774032150735e-05
SNRPG,8.00049535926523e-05,2.6843045642346524e-05
SNRPGP15,8.00049535926523e-05,2.6843045642346524e-05
SNRPN,0.00010555260038242492,1.9430174395755587e-05
SNW1,3.750047004862568e-05,1.3583220844010619e-06
SNX1,2.279530084761951e-05,7.053526003461462e-05
SNX12,3.5325530354335154e-05,1.6642277450283933e-05
SNX18,4.3376334456286694e-05,4.734289207665413e-05
SNX2,7.179655825762513e-05,0.00026085911524523697
SNX27,9.76945193171009e-06,3.091777712528062e-05
SNX3,0.00014016184345062778,9.16983324791081e-05
SNX4,1.8246655752200018e-06,1.033238627417249e-05
SNX5,6.231839916565102e-05,0.00022062536037953555
SNX6,8.167642442906975e-06,0.00017349522885924638
SNX9,3.5497776568321003e-06,4.2745796744989556e-05
SOAT1,2.252059021916003e-05,4.261960772535242e-05
SOD1,0.00047097294335339925,0.00021176278272129937
SOD2,0.00017689545649132276,0.004737664030283616
SORD,2.174759016443683e-05,9.870329038315108e-05
SORT1,3.130083093943042e-06,0.00012560649590695252
SP100,4.603559115668544e-05,6.057659868255351e-06
SPAG9,1.4509635620094494e-06,5.669995461416609e-05
SPCS2,5.651643199734687e-05,0.00043447172923902954
SPCS3,1.4781053896678252e-06,5.946730916109216e-05
SPI1,5.7021326202678335e-05,2.1620874469223575e-05
SPP1,1.4047802968259481e-05,0.00015583089371561072
SPR,1.0671737023504249e-05,0.0001210328776021972
SPTAN1,0.0003646633429433545,6.11048317880113e-06
SPTBN1,0.00023936859619513265,9.168952859401714e-06
SPTLC1,5.7896007734538874e-06,7.517637479173401e-05
SQRDL,6.82068909472744e-05,0.005784005773344581
SQSTM1,9.863825993708629e-06,5.9182650209817686e-05
SRC,1.0174632040903138e-05,1.0116397626607527e-05
SRGAP2,6.406788268126998e-05,3.6880941960226298e-06
SRGAP2B,6.406788268126998e-05,3.6880941960226298e-06
SRI,0.00018731273888052976,0.00010730321880284023
SRP14,0.00013123013446875794,0.0001243299325687629
SRP54,6.1386904488618e-06,1.716023935646893e-05
SRP68,2.7641723109944835e-05,2.3883472937601094e-05
SRP72,2.145172015258096e-05,1.0660330993810866e-05
SRP9,6.611223244292903e-05,5.729274954362427e-05
SRPRB,3.322045276082211e-05,0.0002871240390999436
SRRT,6.134615159649781e-05,9.705109461441368e-06
SRSF1,0.00024281938246721368,0.00041538197173345785
SRSF10,7.808414732759802e-05,3.093245026709889e-05
SRSF2,0.00025370060541646873,4.303632495299134e-05
SRSF3,0.0004670066631089722,5.708292361562298e-05
SRSF4,6.085932517585016e-05,1.978819905612142e-05
SRSF6,0.00028346507239828414,1.978819905612142e-05
SRSF7,0.00027015433466854336,8.139045035177213e-05
SRSF9,0.00013020247902657435,1.4613862325326033e-05
SSB,0.00028271104351747895,6.0284603160369904e-05
SSBP1,0.0001420647826841614,0.0007578384286301045
SSR1,3.9820955786202606e-05,0.0002564424995579371
SSR4,1.726818483498904e-05,0.0003216939612237921
SSRP1,2.678591237542075e-05,0.00018595272626295917
ST13,0.00020419166333216383,0.0003128754029910107
ST13P4,0.00020419166333216383,0.0003128754029910107
ST13P5,0.00020419166333216383,0.0003128754029910107
STAB1,2.9165218789801703e-06,0.0022670004109230013
STAT1,3.129446706415845e-05,8.033838608340204e-05
STAT3,4.884876530727409e-05,4.320946802644695e-05
STAT5A,5.11161719085132e-05,9.75000927540528e-06
STIM1,1.6713644372409666e-05,0.00028552466664175195
STIP1,0.00012985758509227632,0.0006284506640765835
STK10,2.262835451714092e-05,0.0003382012457693479
STK24,1.2898972916796302e-05,1.703551765101362e-05
STK4,1.782674036083149e-05,6.578556402804002e-05
STMN1,0.0001834036732876015,1.9691356320120824e-05
STOM,2.8158281074055537e-05,0.0006129704994583066
STOML2,2.549783992999419e-05,0.0004952625557921298
STRAP,6.171694268884263e-05,5.422753021778728e-05
STT3A,4.7375337466307755e-06,0.0005087765194067582
STT3B,3.6134565601844433e-06,0.00011275135635996456
STX12,4.991004690428597e-05,0.0003438357322275643
STX7,7.612339118307614e-05,0.0003454057584021194
STXBP1,0.0005362311096067919,1.1277776801523746e-05
STXBP2,2.6989837438552245e-05,0.0006823010945496411
STXBP3,1.1381138476140366e-05,2.958839047654519e-05
SUB1,0.00033302560804551956,0.0001359202472910158
SUCLA2,4.5639083584140634e-05,0.00033308031927477104
SUCLG1,7.386331207229214e-05,0.0008218280000995881
SUCLG2,2.601879438837795e-05,0.0007096811771825364
SUGT1,8.155858232229853e-05,7.389540951099887e-06
SUMF2,1.9831662201247172e-05,0.0003011222163945749
SUMO2,0.0006263860046088112,1.551831478700431e-05
SUN2,5.0052380896961915e-05,0.0001576775819791493
SUPT16H,4.696052120528333e-05,0.00015604886323732114
SWAP70,4.986987619633892e-05,9.098228315837644e-05
SYK,4.985323375911348e-05,7.326446441281319e-05
SYNCRIP,7.87865826454727e-05,0.00022876895408867643
SYNE1,3.2884371890386554e-05,7.924230238957713e-06
SYNGR2,2.407614617917254e-05,8.392743657215134e-05
TACC1,7.7147433068323e-06,8.96250175401863e-06
TAGLN2,7.598145869672649e-05,4.7894602209021154e-05
TALDO1,0.00036283925955230765,0.00037149460455500674
TAP1,1.4467477455832223e-06,0.00013696644230265859
TARS,2.747102269531527e-05,0.00011742328471490232
TBC1D15,6.5875142957244545e-06,1.0308175590172341e-05
TBC1D4,7.315625943166493e-06,3.5627855648945885e-06
TBCA,0.0001118596625092237,6.585452779458589e-05
TBCB,7.571786979350573e-05,3.136970989328339e-05
TBL3,5.525329309478399e-06,6.433732493057659e-06
TBXAS1,5.1980815782216045e-05,0.00043048063466445956
TCEA1,3.889108720979113e-05,5.891119708617966e-06
TCEAL3,7.368745230136954e-05,5.300819213268889e-06
TCEAL5,7.368745230136954e-05,5.300819213268889e-06
TCEB1,3.0158304537290268e-05,0.00014315850814996931
TCEB2,5.632591724551403e-05,5.593108198288864e-05
TCERG1,2.393025885550877e-05,4.658869258719496e-06
TCP1,0.00013648043194471583,0.00043296039563174755
TECR,4.818858853024326e-06,0.0003432047871293786
TEX264,7.135209075440291e-06,8.647322667762151e-05
TFAM,4.099560269444735e-05,5.2209973217774904e-05
TFG,3.595701950435133e-05,5.0615002702128756e-06
TGOLN2,1.3938472795605993e-05,2.885179875726794e-05
THUMPD1,4.057968229102558e-05,2.711743339434821e-06
TIAL1,3.4513744788490667e-05,2.7214276130348804e-06
TIMM13,2.6299467385783095e-05,0.00027764518948534
TIMM44,1.0966643420176989e-05,0.00021798419485224662
TIMM50,2.164861885500207e-06,0.000259509186197956
TIMM9,3.899469591729474e-05,0.00019481530392119538
TKT,0.0005795663518981128,0.0007987471480194466
TLN1,0.0002206572370208645,0.00228152682132309
TLR3,3.464718541603891e-06,1.2791751574333036e-05
TM9SF2,4.669337897107474e-06,0.00039896272603881164
TMA7,0.000142423528586717,3.426472077402843e-06
TMED10,0.00011917550928086966,0.0005491570056906423
TMED9,5.8585795603134876e-05,0.0003323173159002209
TMEM109,0.0002520403767571879,0.00020046446352123005
TMEM165,7.503209698817281e-06,9.16763227663807e-05
TMEM173,2.1452723918396725e-05,0.0002531850620742808
TMEM245,1.951380971802597e-05,2.2000908842316813e-05
TMEM30A,8.05331351649096e-06,0.00010594595318465008
TMEM43,1.5214620503141228e-05,0.0002877990036235841
TMOD3,4.2715655796347975e-06,7.501643754591484e-05
TMPO,0.00021149551510231133,6.833869070441933e-05
TMSB10,0.0008614318230923885,0.00019927593903395002
TMSB4X,0.0094202618797206,0.004687041691010577
TMX1,9.281621745246676e-05,0.00042351089230078045
TNPO1,6.366344535878059e-05,6.074827444182729e-05
TOLLIP,2.8338758167730683e-05,9.55133493518588e-05
TOM1,2.8662030986357036e-05,0.00010085143834534609
TOMM22,2.1544809394335313e-05,0.00042210227068622635
TOMM70A,3.500418476607508e-05,0.0004493502950427572
TOP1,5.970800578516387e-05,0.0003407690455875455
TOR1AIP1,8.559131186372942e-05,0.00027625124101260417
TOR4A,2.7934401146506567e-06,0.0001282271190356959
TOX,4.333618382365596e-06,4.107599320607022e-06
TOX3,4.333618382365596e-06,4.107599320607022e-06
TOX4,4.333618382365596e-06,4.107599320607022e-06
TP53BP1,8.542950481422757e-05,3.117749173546403e-06
TP53RK,8.791021165131743e-06,1.0030853209807004e-05
TPD52,4.4283377398047596e-05,9.128308256565101e-06
TPD52L2,7.347365018261088e-05,0.00011175064808795843
TPI1,0.003613376258919182,0.00269281498648925
TPM1,1.0343063944789065e-05,1.563716723573231e-05
TPM3,0.00036733773643225504,0.0007087032856460577
TPM4,0.00047065173829235335,0.0003742678283586601
TPP1,0.0003980497583441557,0.0008061277383540372
TPR,6.0287981673514823e-05,2.409329886560238e-05
TPT1,7.055285226125554e-05,0.00020498379120125778
TRA2A,1.884644597775423e-05,1.6542500085919684e-05
TRA2B,0.0001600775610012874,5.574766771016025e-05
TRAP1,5.830674870635128e-06,0.0004775960930429305
TRIM25,2.3184099498699217e-05,0.00010964945417958189
TRIM28,0.00015945121113224796,3.563665953403684e-05
TRIP12,1.6913333543798618e-05,2.525981364015499e-06
TRMT112,3.5072179862435223e-06,2.3242256640142615e-05
TRMT1L,3.6580237624045577e-06,3.77554612125953e-06
TRNT1,6.154790852546724e-06,8.281521242232633e-06
TSG101,5.200309938332611e-06,2.418280503069384e-05
TSN,1.7419954226333216e-06,4.373329918935925e-05
TST,2.061935738751322e-05,0.00011852377035127271
TTC1,6.652116663627306e-06,1.1364641801087915e-05
TTLL12,9.049992745599975e-06,2.0937106060492104e-05
TUBA1A,0.00019938201904932823,0.002693108449325616
TUBA1B,0.003804011462649905,5.8130585941447594e-06
TUBA1C,0.003804011462649905,0.00036037236305675667
TUBA4A,0.00028170366414477385,5.8130585941447594e-06
TUBB,0.0017289243841803862,0.0012121775918910742
TUBB2A,0.002448313306683397,5.009557348176193e-05
TUBB4A,0.0008793219412268276,0.003010928701109384
TUBB4B,0.0008812549934348343,0.003010928701109384
TUFM,5.859476926952785e-05,0.002308672133686893
TWF1,1.250997351255344e-05,2.9322806609634467e-05
TWF2,7.091063454862801e-05,0.00032148853723833627
TXN,4.474667554797363e-05,0.0004557184385918872
TXNDC12,2.6649781655486247e-06,0.00026320681793616047
TXNDC17,3.919705510575364e-05,8.96308867969136e-05
TXNDC5,6.468226766178546e-05,0.0009483691751403646
TXNL1,3.959334184981898e-05,8.737122295689974e-05
TXNRD1,5.852838019847293e-06,0.00020301759019760934
TYMP,0.0002872860073525879,0.0007808165687175183
TYROBP,2.137097723036055e-05,6.0114394715277947e-05
U2AF1,9.599474228467878e-05,1.1245055695268999e-05
U2AF2,5.686809131324314e-05,2.3440344054689282e-05
UBA1,0.00019774808905442055,0.0014153712597905028
UBA2,5.330919946280387e-05,4.3392882299175345e-06
UBA52,0.0009033972643180313,0.0010394160201227414
UBA6,1.2755775685518791e-05,0.00011467353793815818
UBA7,7.33548043100239e-06,3.7852303948595895e-06
UBB,0.0009033972643180313,0.0010394160201227414
UBC,0.0009033972643180313,0.0010394160201227414
UBE2I,7.348429010025801e-05,2.0383928613943256e-05
UBE2K,3.215310841828301e-05,9.609587308204418e-06
UBE2L3,0.00014601038535278358,0.00011889793546763864
UBE2M,3.2215422200125896e-05,1.2316781973675576e-05
UBE2N,0.00025553950439095635,0.00016511686488101314
UBE2NL,0.00025553950439095635,0.00016511686488101314
UBE2V1,0.00011035642282352904,3.918755985405864e-05
UBQLN2,5.109308529475053e-05,7.986591091685368e-06
UBR4,4.436082796839228e-06,1.6806616638648578e-05
UBTF,5.017122676954889e-05,1.1358919275778789e-05
UBXN1,2.832621109503358e-05,1.0326663748863365e-05
UBXN4,1.0514547296754928e-05,7.994514588267235e-05
UCHL1,0.0003082657568185946,0.00010991503804649261
UCHL3,3.396888062837529e-05,6.814793986078178e-05
UFC1,2.5151801702666208e-05,2.16384822394055e-05
UFL1,1.8485732694199725e-05,3.007260415654816e-05
UFM1,5.0855774980586574e-05,4.181698686789295e-05
UGGT1,3.0866601847529034e-05,0.001173191054079926
UGP2,7.100318175684185e-05,0.00028150019066954543
UPF1,9.77681957279783e-06,1.838544669829463e-05
UQCRB,0.00012645602349580057,0.0006540699696912861
UQCRC1,0.00013293653635556413,0.0019559298043756376
UQCRC2,0.00016329463044082492,0.002544762985542887
UQCRFS1,0.00014286217424820777,0.001180263508436333
UQCRFS1P1,0.00014286217424820777,0.001180263508436333
UQCRQ,3.8917727154541624e-05,0.00012580898526404468
USMG5,2.7707068264551354e-05,0.00045479403065733605
USO1,3.2763096904525424e-05,7.53054984397348e-05
USP14,3.02228868298768e-05,0.00014013730824958715
USP5,7.204348464830414e-05,0.00010654901931338105
USP7,3.306262062395069e-05,1.7201324153560092e-06
UTP18,1.500858753179662e-05,5.020562204539897e-06
VAC14,9.37788288697886e-06,0.0003428232854421035
VAMP2,0.0001781475539699122,0.0002723335121471256
VAMP3,4.093015716325925e-05,0.0002723335121471256
VAMP8,2.3947483476907357e-05,0.0002867425374126685
VAPA,7.530773108118279e-05,0.00036832520592226
VAPB,7.736304196555004e-05,3.233520262492568e-05
VARS,7.518727918329058e-05,0.00015992257267734492
VASP,5.933139285108759e-05,0.0001564890574918693
VAT1,9.37290420853265e-05,0.004927534485412053
VAV1,2.1957337069299786e-05,0.00011092455020358972
VCL,4.0238743194041705e-05,0.00020458761637216443
VCP,0.00028045718775475273,0.001913671155939015
VDAC1,0.0005064227399157265,0.0027449046399441153
VDAC2,0.0003184360726664899,0.0015692925174641745
VDAC3,0.00010640339228787016,0.0004838896236659146
VIM,0.0008020472306530653,0.005966246194727518
VPS13C,1.9475024206904682e-05,0.0006958590775897243
VPS26A,1.5437657267404953e-05,0.0003262132889038198
VPS26B,2.6629124154997737e-05,2.1300999977585246e-05
VPS29,4.2369958849397356e-05,0.00027198135674348704
VPS35,4.47539428124798e-05,0.0005097596199085824
VPS37B,1.0117156410292242e-06,5.377706476396634e-06
VPS4A,1.1125920979823106e-05,2.6132865578342166e-05
VPS4B,4.957137631804573e-05,1.887699694920674e-05
VTA1,2.312967531616826e-05,4.768330896683804e-05
VTI1B,1.4566689669062765e-05,0.00014850686834272942
WARS,8.326799550655202e-05,0.00022712556220502999
WAS,4.233619216735491e-05,2.2172584601590593e-05
WASF2,0.00014828391492549886,6.74744426513231e-05
WASH1,3.914325325802845e-06,1.1597357830325706e-05
WASH2P,3.914325325802845e-06,1.1597357830325706e-05
WASH3P,3.914325325802845e-06,1.1597357830325706e-05
WDFY4,9.419559243649563e-06,6.975318157570073e-05
WDR1,0.00020071301252103706,0.0007622403711755861
WDR18,3.5394589442460015e-06,6.3735726116027445e-06
WDR36,1.1403582679780946e-06,9.669160263986603e-06
WDR81,8.942047769772247e-06,0.0002380717260014608
WDR91,1.5102279033040436e-05,0.00013570455210628723
WIBG,2.984719736035103e-05,2.152403173322298e-06
XPO1,3.8088174933758036e-05,0.00010761722403775124
XPO7,2.1250123826142046e-06,0.0001987623790703105
XRCC5,0.000293465390467621,0.00015172028640093096
XRCC6,0.00035296662049473656,0.00027625124101260417
XRN2,5.1872007567786764e-05,3.964829650715237e-06
YARS,1.8005551203252466e-05,8.803885090963111e-05
YBX1,0.00011893641226355365,0.00016976825083740534
YBX3,1.3360102932560276e-05,0.00016976825083740534
YWHAB,0.001234232454600381,0.0005808363188762912
YWHAE,0.0013589282743616503,0.0005529426762797564
YWHAG,0.0008945179519117446,0.0003042769418855034
YWHAH,0.0011498137419626324,0.0002403607361251112
YWHAQ,0.0003111392974453436,0.00012992039960152445
YWHAZ,0.0011435582733987642,0.0015329031257548603
ZC3HAV1,1.087018152528165e-05,6.66424755102271e-06
ZFR,3.684968851963043e-05,2.773370535071563e-06
ZMPSTE24,5.9735910474842234e-06,0.00015827918079369847
ZNF22,3.412745555195038e-05,1.600986503791642e-05
ZYX,6.664964866069141e-05,7.424463028627374e-05
